placeid,contentsid,contentscd,title,regioncd_value,regioncd_label,region1cd_value,region1cd_label,region2cd_value,region2cd_label,tag
719,CNTS_200000000010698,c1,더힐하우스스파,3,서부,region1,제주시,13,한림,"힐링,스파"
720,CNTS_000000000001187,c4,홍삼흑돼지,2,동부,region2,서귀포시,26,표선,"흑돼지,목살,오겹살,항정살,음식,돼지구이,흑돼지구이,화장실,아주 어려움"
721,CNTS_000000000021909,c6,"제주의 젖줄, 어머니의 품 <제주 전통 포구>",0,테마여행,region2,서귀포시,0,region>,"자연,해변,문화유적지,맑음"
722,CONT_000000000501438,c4,후년하우스,1,북부,region1,제주시,11,제주시내,"소고기샤브샤브,돼지고기 샤브샤브,오리고기샤브샤브,말고기샤브샤브,샤브샤브,현금결제,카드결제,화장실,무료 WIFI,음료대,유도 및 안내시설,경보 및 피난시설,단차없음,어려움,착한가격 업소"
723,CNTS_000000000001443,c4,옹포별장가든,3,서부,region1,제주시,13,한림,"선인장김치,감귤김치,김치,흑돼지,꿩,전골,꿩냉면,음식,갈치구이,갈치조림,제주갈치조림,제주갈치구이,돔베고기,전복죽,전복버터구이,성게미역국,미역국,전복구이,고등어구이,전복돌솥밥,돌솥밥,삼계탕,전복삼계탕,공용주차장,현금결제,카드결제,화장실"
724,CNTS_000000000022142,c3,펜션 에덴호스텔,1,북부,region1,제주시,11,제주시내,"휴식 ,화장실,무료 WIFI"
725,CNTS_300000000015694,c4,부촌,2,동부,region2,서귀포시,17,성산,"성산, 고성리, 갈치조림, 성게미역국, 전복미역국,갈치조림정식"
726,CONT_000000000501013,c3,이린펜션,4,남부,region2,서귀포시,21,서귀포시내,"펜션,공용주차장,현금결제,카드결제,화장실,무료 WIFI,음료대,유도 및 안내시설,경보 및 피난시설,아주 어려움"
727,CNTS_000000000018201,c3,K관광호텔,1,북부,region1,제주시,11,제주시내,"호텔,숙소,관광호텔,공공와이파이존,엘리베이터,가족호텔,무장애관광,공용주차장,현금결제,카드결제,화장실,무료 WIFI,흡연구역,편의점,유도 및 안내시설,경보 및 피난시설,단차없음,장애인 화장실,장애인 전용 주차장,장애인 전용 객실,쉬움"
728,CONT_000000000501097,c3,팜밸리리조트,4,남부,region2,서귀포시,21,서귀포시내,"휴식 ,공용주차장,현금결제,카드결제,화장실,무료 WIFI,편의점,음료대,유도 및 안내시설,경보 및 피난시설,아주 어려움"
729,CNTS_200000000008029,c1,추억애거리,1,북부,region1,제주시,11,제주시내,"포토스팟, 걷기/휴식,공용주차장"
730,CNTS_200000000013596,c4,듀포레,1,북부,region1,제주시,11,제주시내,"음식,안전여행스탬프,카페,아메리카노,카페라떼,에이드,플랫화이트,바닐라라떼,아인슈페너,밀크티,말차라떼,딸기라떼,초코라떼,레몬에이드,자몽에이드,유자차,자몽티,녹차,홍차,크로아상,치즈케이크,케이크,에그타르트"
731,CNTS_000000000019731,c3,탐라누리,2,동부,region2,서귀포시,17,성산,"휴식 ,공용주차장,현금결제,화장실"
732,CNTS_000000000020531,c3,제이앤클로이,3,서부,region2,서귀포시,22,대정,"휴식,숙소,휴양펜션,펜션,스파,바비큐,공공와이파이존,조식 포함,해변,매점,노천온천,공용주차장,현금결제,카드결제,화장실,아주 어려움"
733,CNTS_000000000018233,c3,아마빌레,1,북부,region1,제주시,12,애월,"민박,공용주차장,현금결제,카드결제,화장실,무료 WIFI,흡연구역,편의점,음료대,유도 및 안내시설,경보 및 피난시설,아주 어려움"
734,CNTS_300000000012653,c4,소소밀,1,북부,region1,제주시,11,제주시내,"버섯샐러드, 양갈비, 오픈주방, 와인, 반려동물,반려동물동반입장,혼저옵서개,반려동물동반_식당카페,공용주차장,화장실,무료 WIFI,유도 및 안내시설,양갈비, 통버섯 그릴 샐러드,어린이 출입가능,가능"
735,CNTS_000000000022300,c4,까떼커피,2,동부,region2,서귀포시,26,표선,"카페,커피,아메리카노,음식,쿠키,디저트,빵,녹차라떼,딸기라떼,카페모카,카페라떼,요거트,요거트스무디,와플,허니브레드,케이크,치즈케이크,아이스크림,플레인요거트,블루베리요거트,딸기요거트스무디,망고요거트스무디,생과일주스,에이드,레몬에이드,자몽에이드,라떼,초코라떼,고구마라떼,차,녹차,허브티,캐모마일,페퍼민트,유자차,자몽차,레몬차,아이스티,복숭아아이스티,에스프레소,에스프레소콘파냐,에스프레소마키아또,카푸치노,바닐라라떼,카라멜마끼아또,아포가토,그린티라떼,더치커피,화장실,무료 WIFI"
736,CNTS_000000000021700,c6,2월 제주 관광 추천 <신들과 함께 봄맞을 채비를 하는 제주>,0,테마여행,region2,서귀포시,0,region1>,"식도락,민속,축제,꽃,지질트레일,숲,올레,수목원,오름,해변,테마공원,문화유적지,걷기/등산,비.눈,맑음,겨울,봄"
737,CNTS_200000000008377,c4,겹겹의 의도,4,남부,region2,서귀포시,21,서귀포시내,"베이커리,카페,크루아상"
738,CNTS_000000000022947,c4,카페비몽,2,동부,region1,제주시,16,구좌,"카페, 커피, 당근케이크, 영귤차,공용주차장,현금결제,카드결제,화장실,무료 WIFI,음료대,유도 및 안내시설,경보 및 피난시설,단차없음,쉬움"
739,CNTS_300000000015745,c4,카페신상,1,북부,region1,제주시,11,제주시내,"제주시내, 이호테우, 카페, 카이막, 펑리수, 스콘, 커피,카이막 허니스콘"
740,CNTS_200000000007136,c4,동우통닭,1,북부,region1,제주시,11,제주시내,"치킨,통닭,닭똥집 튀김"
741,CNTS_000000000022031,c1,서귀본향당,4,남부,region2,서귀포시,21,서귀포시내,"문화유적지,문화관광,역사유적,어트랙션"
742,CONT_000000000500983,c3,오랑제리펜션,4,남부,region2,서귀포시,21,서귀포시내,"펜션,공용주차장,현금결제,카드결제,화장실,무료 WIFI,흡연구역,음료대,유도 및 안내시설,경보 및 피난시설,아주 어려움"
743,CNTS_300000000016018,c4,JUDY,1,북부,region1,제주시,15,조천,"조천, 대흘리, 카페, 소품샵, 토끼, 고양이, 커피, 피크닉,우도땅콩크림라떼, 초당옥수수라떼"
744,CNTS_200000000014192,c4,깅코,1,북부,region1,제주시,11,제주시내,"반려동물,반려동물동반입장,카페,바다라떼,버터크림라떼,포토,반려동물동반_식당카페,음식,화장실,무료 WIFI,어린이 출입가능,불가능"
745,CNTS_200000000014220,c4,꼬라지오,4,남부,region2,서귀포시,21,서귀포시내,"반려동물,반려동물동반입장,샌드위치,에이드,와플,스무디,피자,반려동물동반_식당카페,음식,카페,공용주차장,화장실,무료 WIFI,어린이 출입가능,불가능"
746,CNTS_200000000014944,c4,성산일출봉 아시횟집,2,동부,region2,서귀포시,17,성산,"성산, 횟집, 고등어회, 갈치회, 딱새우회, 광어, 우럭, 돔,시그니처 회 세트"
747,CNTS_200000000007673,c4,창흥식당,1,북부,region1,제주시,15,조천,"한식,가정식,흑돼지,고등어,음식,정식,백반,두루치기,청귤차,에이드,고등어구이,젓갈,갈치속젓,창란젓,주스,공용주차장,무료 WIFI"
748,CNTS_000000000001128,c4,탐라흑돼지,4,남부,region2,서귀포시,21,서귀포시내,"흑돼지,육회,냉면,옥돔구이,공용주차장,화장실,아주 어려움"
749,CNTS_200000000009178,c2,사슴책방,1,북부,region1,제주시,15,조천,"커플,혼자,친구,휴식/힐링,쇼핑,사계절,청년,전시와 행사"
750,CONT_000000000501129,c3,허브인휴양펜션,3,서부,region1,제주시,13,한림,"펜션,공용주차장,현금결제,카드결제,화장실,무료 WIFI,흡연구역,음료대,유도 및 안내시설,경보 및 피난시설,단차없음,어려움"
751,CNTS_200000000007536,c1,걸서악오름,4,남부,region2,서귀포시,25,남원,"친구,맑음,경관/포토,오름,자연경관,도보여행,도보,포토스팟,실외,하,등산,오름 오르기"
752,CNTS_000000000021100,c4,호랑이해장국,2,동부,region2,서귀포시,17,성산,"순두부찌개,해장국,닭내장탕,한식,음식,血腸,육개장,순대,순두부,된장찌개,순대국밥,김치찌개,뼈해장국,해물뚝배기,공용주차장,화장실,아주 어려움"
753,CNTS_200000000011833,c6,제주마을산책 <여름편-한림읍>(하),2,동부,region2,서귀포시,17,성산,"제주마을산책, 제주한달살이, 워케이션, 제주마을, 로컬여행, 한림읍, 제주여행, 제주도보여행, 여름추천여행"
754,CNTS_000000000022858,c1,오림반,4,남부,region2,서귀포시,25,남원,"4.3,문화유적지"
755,CNTS_200000000008992,c6,로컬투어 마을참견 6 <해남 겸 서퍼 이훈탁 삼촌과 걷는 요망진 마을 사계리>,4,남부,region2,서귀포시,25,남원,"친구,체험관광,액티비티,커플,사계절"
756,CNTS_000000000021604,c6,제주의 하천 <내창 생태여행>,4,남부,region2,서귀포시,25,남원,"자연,계곡,경관/포토,맑음,봄,여름,가을,포토스팟"
757,CNTS_000000000019355,c3,마당돌펜션,3,서부,region2,서귀포시,22,대정,"휴식,숙소,휴양펜션,펜션,독채,산책로,바비큐,가족,노래방,공용주차장,현금결제,카드결제,화장실,무료 WIFI,흡연구역,음료대,유도 및 안내시설,경보 및 피난시설,아주 어려움"
758,CNTS_200000000015072,c2,쇼룸오구팔,2,동부,region1,제주시,16,구좌,"구좌읍, 종달리, 엽서, 포스터, 잡화"
759,CNTS_000000000019931,c3,쉴띠펜션&게스트하우스,4,남부,region2,서귀포시,23,안덕,"휴식,숙소,휴양펜션,펜션,게스트하우스,휴양콘도,공공와이파이존,주차장,고객휴게실,정원,바비큐,양식레스토랑,카페,공용주차장,현금결제,카드결제,화장실,무료 WIFI,흡연구역,음료대,유도 및 안내시설,경보 및 피난시설,아주 어려움"
760,CONT_000000000500217,c1,발이오름,1,북부,region1,제주시,12,애월,"오름,걷기/등산"
761,CNTS_000000000022389,c4,루스트플레이스 베라체점,1,북부,region1,제주시,11,제주시내,"파스타,피자,스테이크,양식,음식,샐러드,치킨샐러드,리코타치즈샐러드,봉골레파스타,해물파스타,크림파스타,미트볼파스타,오일파스타,새우로제파스타,고르곤졸라화덕피자,화덕피자,볶음밥,새우볶음밥,버섯샐러드,카프레제샐러드,까르보나라,빠네파스타,뚝배기파스타,스테이크덮밥,함박스테이크,고르곤졸라피자,돈까스,돈가스,해물볶음밥,치킨스테이크,등갈비,콤비네이션피자,페퍼로니피자,치즈돈까스,짬뽕파스타,라구파스타,알리오올리오파스타"
762,CONT_000000000500816,c3,노을과포도향기,1,북부,region1,제주시,12,애월,"펜션,휴양펜션,주차장,민박,고향민박,농어촌민박,공용주차장,현금결제,카드결제,무료 WIFI,음료대,경보 및 피난시설,아주 어려움"
763,CNTS_000000000018704,c3,메이풀하우스,1,북부,region1,제주시,15,조천,"유스호스텔,숙소,휴양콘도,리조트,주차장,펜션,휴양펜션,가족,단체여행객,공용주차장,현금결제,카드결제,화장실,무료 WIFI,흡연구역,편의점,음료대,유도 및 안내시설,경보 및 피난시설,아주 어려움"
764,CONT_000000000500954,c3,일출언덕신산게스트하우스,2,동부,region2,서귀포시,17,성산,"게스트하우스,숙소,고향민박,주차장,공공와이파이존,편의시설,민박,공용주차장,현금결제,카드결제,화장실,무료 WIFI,흡연구역,편의점,유도 및 안내시설,경보 및 피난시설,아주 어려움"
765,CNTS_300000000012690,c3,크리스마스리조트,2,동부,region1,제주시,16,구좌,"리조트, 카라반, 수영장, 바비큐장, 자쿠지, 반려동물,반려동물동반입장,혼저옵서개,반려동물동반_숙소,공용주차장,화장실,무료 WIFI,유도 및 안내시설,경보 및 피난시설,동반가능,바베큐장,풀장"
766,CNTS_200000000013327,c4,시니어손맛 아리랑,1,북부,region1,제주시,11,제주시내,"순두부,비빔밥,안심채움,맛있는제주만들기,음식,식당,순두부찌개,김밥,콩국수"
767,CNTS_000000000021400,c4,서울떡볶이,1,북부,region1,제주시,11,제주시내,"분식,떡볶이,튀김,순대,공용주차장,아주 어려움"
768,CNTS_300000000012722,c1,퍼피홀릭,1,북부,region1,제주시,11,제주시내,"애견미용실, 반려동물,반려동물동반입장,혼저옵서개,반려동물공간_기타,공용주차장,화장실"
769,CNTS_300000000012712,c1,댕댕스위트,1,북부,region1,제주시,12,애월,"애견간식, 반려동물,반려동물동반입장,혼저옵서개,반려동물공간_기타,공용주차장,화장실,무료 WIFI"
770,CONT_000000000500841,c3,드림캐슬,4,남부,region2,서귀포시,25,남원,"펜션,주차장,공공와이파이존,가족,바비큐,온돌방,휴양펜션,공용주차장,현금결제,카드결제,화장실,흡연구역,음료대,유도 및 안내시설,아주 어려움"
771,CNTS_200000000014249,c4,비만고양이,1,북부,region1,제주시,11,제주시내,"반려동물,반려동물동반입장,반려동물동반_식당카페,음식,식당,화장실,무료 WIFI,어린이 출입불가,불가능"
772,CNTS_000000000001168,c4,진미명가식당,4,남부,region2,서귀포시,23,안덕,"화,횟집,다금바리,지리,공용주차장,현금결제,카드결제,화장실,아주 어려움"
773,CNTS_200000000010797,c1,스위트호텔 아로마,4,남부,region2,서귀포시,24,중문,"겨울,스파,호텔,체험,어트랙션"
774,CNTS_000000000021436,c1,천주교 순례길 - 신축화해길,1,북부,region1,제주시,11,제주시내,"걷기/등산,봄,가을,문화관광,도보여행,도보,어트랙션"
775,CNTS_200000000009773,c1,제주아트센터,1,북부,region1,제주시,11,제주시내,"공연장, 제주시, 대극장, 공연, 뮤지컬, 연극,공용주차장,현금결제,카드결제,화장실,흡연구역,유도 및 안내시설,경보 및 피난시설,엘리베이터,카드결제,현금결제,쉬움,공연/전시"
776,CNTS_300000000015634,c4,바람과바다,1,북부,region1,제주시,15,조천,"조천, 아인슈페너, 수제차, 에이드, 생딸기우유, 샌드위치, 크로플, 와플,한라봉아인슈페너"
777,CNTS_000000000019127,c3,사랑터울펜션,1,북부,region1,제주시,11,제주시내,"휴식,숙소,휴양펜션,펜션,해변,자연경관,공항,안전인증민박,공용주차장,현금결제,카드결제,화장실,무료 WIFI,흡연구역,편의점,음료대,유도 및 안내시설,경보 및 피난시설,아주 어려움"
778,CNTS_200000000010056,c6,[방구석 제주여행] 해변따라 제주 한바퀴!,1,북부,region1,제주시,11,제주시내,"경관/포토,드라이브,봄,사계절,휴식/치유"
779,CNTS_300000000012725,c1,해피애견놀이방,1,북부,region1,제주시,11,제주시내,"애견놀이터, 반려동물,반려동물동반입장,혼저옵서개,반려동물공간_기타,공용주차장,화장실"
780,CNTS_000000000021409,c1,별도포구,1,북부,region1,제주시,11,제주시내,"포구,해변,문화유적지,아주 어려움"
781,CNTS_200000000013790,c4,바움하우스,1,북부,region1,제주시,11,제주시내,"음식,안전여행스탬프,카페,베이커리,블루베리타르트,소보루빵,빵,케이크,아메리카노,에스프레소,카페라떼,카푸치노,카페모카,카라멜마끼아또,바닐라라떼,초코라떼,녹차라떼,자몽에이드,레몬에이드,복숭아아이스티,아이스티,에이드,요거트,플레인요거트,자몽차,레몬차,유자차,생강차,카모마일,레몬생강차,수정과"
782,CNTS_300000000016032,c4,제주 중문흑돼지 초풍,4,남부,region2,서귀포시,24,중문,"중문, 흑돼지구이, 점심특선, 반려동물동반, 단체모임,공용주차장,현금결제,카드결제,화장실,카드결제,현금결제,,,쉬움,흑돼지,흑돼지, 점심특선,어린이 출입가능,유아의자,,가능,있음"
783,CNTS_300000000012840,c4,조천수산,1,북부,region1,제주시,15,조천,"조천, 생선회,생선회"
784,CNTS_300000000012718,c1,봉구의간식제주롯데마트점,1,북부,region1,제주시,11,제주시내,"반려동물수제간식,반려동물,반려동물동반입장,혼저옵서개,반려동물공간_기타,공용주차장,화장실,무료 WIFI,유도 및 안내시설,엘리베이터,경보 및 피난시설"
785,CNTS_200000000007464,c1,밸런싱 요가,1,북부,region1,제주시,11,제주시내,"혼자,필라테스,메디컬요가,요가,어트랙션,공용주차장,현금결제,카드결제,화장실,체험,요가, 기구 필라테스, 메디컬 요가,1~2시간"
786,CNTS_200000000014030,c6,리얼제주를 만나다 <제주 늦가을 즐기기>,1,북부,region1,제주시,11,제주시내,"제주가을여행, 늦가을, 억새명소, 제주표고버섯, 제주흑돼지, 제주오름"
787,CNTS_200000000014228,c4,코코메아,3,서부,region1,제주시,14,한경,"반려동물,반려동물동반입장,코코메아에이드,미트파이,소시지,뉴질랜드식파이,반려동물동반_식당카페,음식,식당,공용주차장,화장실,무료 WIFI,어린이 출입가능,불가능"
788,CNTS_300000000012835,c2,그린블리스제주,2,동부,region2,서귀포시,26,표선,"표선, 오가닉라이프"
789,CNTS_000000000021908,c6,제주를 닮은 간식 먹어봤수꽈 <제주의 통통 튀는 간식들>,0,테마여행,region2,서귀포시,0,region>,"식도락,카페,실내,사계절"
790,CONT_000000000500820,c3,뉴그린펜션,2,동부,region2,서귀포시,26,표선,"펜션,휴양펜션,자연경관,해변,해수욕장,공공와이파이존,부대시설,모텔,온돌방,가족,주방기구,공용주차장,현금결제,카드결제,화장실,무료 WIFI,경보 및 피난시설,아주 어려움"
791,CNTS_200000000014968,c2,괄호,1,북부,region1,제주시,15,조천,"조천, 신촌리, 무인책방, 서점, 헌책, 중고책"
792,CNTS_200000000015055,c2,세화점방,2,동부,region1,제주시,16,구좌,"구좌읍, 세화리, 소품샵, 액세서리, 잡화, 감귤모자"
793,CNTS_000000000021704,c4,내담,4,남부,region2,서귀포시,24,중문,"아구찜,대구탕,해물갈비찜,한식,음식,알탕,아구탕,아귀전골,대구뽈찜,대구뽈탕,공용주차장,화장실,무료 WIFI"
794,CNTS_000000000018680,c3,제주파도소리,2,동부,region1,제주시,16,구좌,"민박,숙소,펜션,휴양펜션,바비큐,해수욕장,해변,공공와이파이존,공용주차장,현금결제,카드결제,화장실,무료 WIFI,흡연구역,음료대,유도 및 안내시설,경보 및 피난시설,아주 어려움"
795,CNTS_200000000014868,c4,슬랩,3,서부,region1,제주시,13,한림,"한림, 협재, 카페, 핸드드립, 스페셜티, 오션뷰,핸드드립 커피"
796,CNTS_300000000012711,c1,댕금님표수제간식,1,북부,region1,제주시,11,제주시내,"애견간식,반려동물,반려동물동반입장,혼저옵서개,반려동물공간_기타,공용주차장,무료 WIFI"
797,CNTS_300000000015998,c2,선셋봉고,2,동부,region1,제주시,16,구좌,"구좌읍, 평대리, 소품샵, 빈티지, 의류, 잡화"
798,CNTS_200000000011478,c6,[서귀포 건축문화기행] 7코스. 한 편의 영화가 될 여행 ,2,동부,region1,제주시,16,구좌,휴식/힐링
799,CNTS_000000000019282,c3,마린포트리조트,4,남부,region2,서귀포시,21,서귀포시내,"호텔,공용주차장,현금결제,카드결제,화장실,무료 WIFI,흡연구역,편의점,음료대,유도 및 안내시설,경보 및 피난시설,엘리베이터,승강기,장애인 전용 주차장"
800,CNTS_200000000009078,c3,봉골레 하우스 민박,1,북부,region3,섬 속의 섬,32,추자도,"추자낚시대여, 추자바비큐장, 추자도,카드결제,현금결제,아주 어려움,없음,동반불가능,유료제공,흡연구역제공,식음료장,바베큐장,세탁서비스,없음,운행"
801,CNTS_000000000019326,c4,지오아라,4,남부,region2,서귀포시,23,안덕,"카페,커피,에이드,지오브랜드"
802,CNTS_200000000014235,c2,펫마마스푸드,3,서부,region2,서귀포시,22,대정,"반려동물,반려동물동반입장,사골닭죽,토마토미트볼,돼지안심카레,화식,양사골,우유껌,말고기육포,꿀꿀칩,반려동물공간_기타,쇼핑"
803,CNTS_300000000012673,c4,카페오늘의바다,4,남부,region2,서귀포시,21,서귀포시내,"반려동물,반려동물동반입장,혼저옵서개,반려동물동반_식당카페,공용주차장,화장실,무료 WIFI,유도 및 안내시설,오늘의 바다 소다, 쑥라떼,어린이 출입가능,가능"
804,CNTS_200000000008491,c6,박항서 감독도 반하고 갈 <제주 베트남 음식점>,4,남부,region2,서귀포시,21,서귀포시내,"커플,사계절"
805,CONT_000000000500753,c2,지소울,1,북부,region1,제주시,11,제주시내,"쇼핑,공방,지오브랜드,기념품,현금결제,카드결제,화장실,착한가격 업소,지오브랜드"
806,CNTS_200000000011383,c4,포차,1,북부,region1,제주시,11,제주시내,"커플,친구,음식,연어덮밥,모듬꼬치,해물파전,식당,오겹살,샐러드,문어튀김,막국수,바비큐,어묵탕,전복구이,문어숙회,골뱅이무침,소라무침,떡볶이,돼지껍데기볶음,la갈비구이,먹태구이,납작만두,치킨,똥집볶음,항정살,새우,한치,모둠꼬치,문어볶음,순살치킨,후라이드치킨,양념치킨,마늘간장치킨,김치전,녹두전,모듬전,덮밥,닭고기덮밥,도시락,해물라면,고기국수,쌀국수,무장애관광,공용주차장,현금결제,카드결제,화장실,무료 WIFI,유도 및 안내시설,경보 및 피난시설,카드결제,현금결제,,영어,중국어,,단독접근가능,청각장애인 접근성,시각장애인 접근성,장애인 화장실,승강기,장애인 전용 주차장,쉬움,한식, 해물라면, 김치전, 막걸리, 고기국수, 햄버거, 치킨, 덮밥,어린이 출입가능,요청시 제공,가능"
807,CONT_000000000501347,c4,정순화손두부,1,북부,region1,제주시,15,조천,"두부,두부전골,두부정식,한식,음식,두부두루치기,청국장,갈비찜,비지찌개,공용주차장,현금결제,카드결제,화장실,무료 WIFI,음료대,유도 및 안내시설,경보 및 피난시설,아주 어려움"
808,CNTS_000000000022865,c1,삼밭구석 & 동광리4·3희생자위령비,4,남부,region2,서귀포시,23,안덕,"4.3,문화유적지"
809,CNTS_200000000007137,c4,나주닭집,1,북부,region1,제주시,11,제주시내,"치킨,통닭,음식,후라이드치킨,양념치킨,닭똥집튀김"
810,CONT_000000000501391,c4,탐라 뚝배기,2,동부,region2,서귀포시,26,표선,"해물뚝배기,생선구이,고등어구이,공용주차장,현금결제,카드결제,화장실,편의점,음료대,유도 및 안내시설,경보 및 피난시설"
811,CNTS_200000000008027,c2,서쪽가게,3,서부,region1,제주시,13,한림,"쇼핑,실내,빈티지,협재해수욕장"
812,CNTS_000000000021101,c1,연대포구,1,북부,region1,제주시,11,제주시내,"포구,부모,아이,친구,문화유적지,해변,아주 어려움"
813,CNTS_300000000012664,c4,카페사분의이,3,서부,region1,제주시,14,한경,"수제그릭요거트, 브리치즈타르트, 반려동물,반려동물동반입장,혼저옵서개,반려동물동반_식당카페,공용주차장,화장실,무료 WIFI,수제그릭요거트, 브리치즈타르트,어린이 출입가능,가능"
814,CONT_000000000501094,c3,제주파인비치펜션,4,남부,region2,서귀포시,25,남원,"휴식,펜션,휴양펜션,수영장,가족,해변,바비큐,어린이,공공와이파이존,온돌방,공용주차장,현금결제,카드결제,화장실,무료 WIFI,흡연구역,유도 및 안내시설,경보 및 피난시설,아주 어려움"
815,CNTS_000000000021535,c4,석다원,2,동부,region1,제주시,16,구좌,"전복,소라,제주돌낙지,해산물,음식,해물파전,전복죽,해산물모둠,문어,돌문어,해물손칼국수,칼국수,공용주차장,현금결제,카드결제,화장실"
816,CNTS_200000000007451,c4,뚜르,2,동부,region2,서귀포시,26,표선,"커피,카페,무인카페,음식,아메리카노,카페라떼,핫초코,아이스초코,모카치노,복숭아아이스티,카드결제,화장실,카드결제,커피,어린이 출입가능"
817,CNTS_300000000016093,c1,미띠뽀,4,남부,region2,서귀포시,21,서귀포시내,"향수, 취향, 인센스, 비누, 캔들, 오브제, 러닝홀리데이인제주,실내,3시간 이상"
818,CNTS_000000000001077,c4,서귀포갈비,4,남부,region2,서귀포시,21,서귀포시내,"갈비,흑돼지,한우,갈비탕,냉면,음식,오겹살,목살,양념갈비"
819,CNTS_200000000013318,c4,천보식당,4,남부,region2,서귀포시,21,서귀포시내,"오리,오리백숙,오리구이,안심채움,맛있는제주만들기,음식,식당,오리한방백숙,백숙,오리주물럭,오리탕,오리두루치기"
820,CONT_000000000501088,c3,킴스캐빈,2,동부,region2,서귀포시,17,성산,"휴식,게스트하우스,가족,반려동물보호소,공공와이파이존,교통,민박,온돌방,반려동물동반입장,반려동물,반려동물동반_숙소,공용주차장,현금결제,카드결제,화장실,무료 WIFI,흡연구역,편의점,음료대,유도 및 안내시설,경보 및 피난시설,아주 어려움"
821,CONT_000000000501378,c4,천제연토속음식점,4,남부,region2,서귀포시,21,서귀포시내,"갈치,옥돔,고등어,한식,향토음식,음식,갈치조림,제주갈치조림,성게미역국,성게비빔밥,전복뚝배기,전복물회,전복죽,무장애관광,공용주차장,현금결제,카드결제,화장실,무료 WIFI,흡연구역,음료대,유도 및 안내시설,경보 및 피난시설,단차없음,아주 어려움"
822,CONT_000000000500964,c3,안트레 펜션,3,서부,region1,제주시,13,한림,"펜션,공용주차장,현금결제,카드결제,화장실,무료 WIFI,흡연구역,음료대,경보 및 피난시설,아주 어려움"
823,CNTS_200000000013392,c6,꼭 경험해야 할 제주명품 - 제주의 7대 체험거리,3,서부,region1,제주시,13,한림,체험
824,CNTS_200000000013323,c4,제주콩순옥,3,서부,region2,서귀포시,22,대정,"순두부,두부전골"
825,CONT_000000000501303,c4,앞돈지,1,북부,region1,제주시,11,제주시내,"쥐치조림,갈치조림,고등어조림,한식,음식,갈치,몸국,현금결제,카드결제,화장실,음료대,유도 및 안내시설,경보 및 피난시설,아주 어려움"
826,CNTS_300000000012829,c6,알고 가면 더 재밌는 <원도심 도보여행>,1,북부,region1,제주시,11,제주시내,"제주마을산책, 제주도보여행, 제주원도심"
827,CNTS_000000000022224,c4,황금무지개,2,동부,region2,서귀포시,26,표선,"초밥,스시,활어스시,모듬스시,음식,화장실"
828,CNTS_000000000019091,c1,묵리처녀당,1,북부,region3,섬 속의 섬,32,추자도,문화유적지
829,CNTS_200000000009121,c3,여정여관,1,북부,region3,섬 속의 섬,32,추자도,"추자여관,추자항근처,추자도,화장실,무료 WIFI,카드결제,현금결제,없음,동반불가능,없음,흡연구역제공,식음료장,세탁서비스,없음,운행안함"
830,CONT_000000000500953,c3,신강남모텔,1,북부,region1,제주시,11,제주시내,"모텔,현금결제,카드결제,무료 WIFI,흡연구역,편의점,음료대,유도 및 안내시설,경보 및 피난시설,아주 어려움"
831,CNTS_200000000009173,c6,마음속에 담은 그림책 한권 <제주 그림 책방>,1,북부,region1,제주시,11,제주시내,"혼자,친구,미술/박물관,가을,휴식/치유"
832,CNTS_200000000009093,c3,내사랑추자야펜션민박,1,북부,region3,섬 속의 섬,32,추자도,"선상낚시,선상관광,스노클링,추자도,숙소,휴양펜션,펜션,민박,농어촌민박,공용주차장,화장실,무료 WIFI,카드결제,현금결제,어려움,없음,동반가능,유료제공,전체금연,세탁서비스,바베큐장,인터넷,없음,운행"
833,CNTS_200000000010602,c6,사색에 빠지는 제주 여행 <나홀로 제주를 여행하는 방법>,1,북부,region3,섬 속의 섬,32,추자도,"1100고지습지,서귀포칠십리시공원,창고천생태공원,제주자연,제주도자연,제주여행,제주도여행,사색제주여행,제주관광,제주도관광"
834,CNTS_200000000014229,c4,평대우유차,1,북부,region1,제주시,15,조천,"반려동물,반려동물동반입장,멸균우유,유당불내증,코코넛우유,반려동물동반_식당카페,음식,카페,공용주차장,화장실,무료 WIFI,어린이 출입가능,불가능"
835,CNTS_200000000014070,c3,고산별곡,3,서부,region1,제주시,14,한경,"숙소,럭셔리트래블인제주"
836,CNTS_200000000009104,c3,뉴아일랜드민박,1,북부,region3,섬 속의 섬,32,추자도,"추자민박,추자신앙,추자마당,공용주차장,화장실,흡연구역,음료대,카드결제,현금결제,아주 어려움,없음,동반불가능,유료제공,흡연구역제공,세탁서비스,없음,운행"
837,CONT_000000000500950,c3,스톤성민박,4,남부,region2,서귀포시,21,서귀포시내,"펜션,공용주차장,현금결제,카드결제,화장실,무료 WIFI,흡연구역,편의점,유도 및 안내시설,경보 및 피난시설,아주 어려움"
838,CONT_000000000501187,c4,나무카페,1,북부,region1,제주시,15,조천,"카페,허니브레드,복분자 소스,음식,아메리카노,핸드드립커피,아인슈페너,아포가토,스무디,요거트스무디,카페라떼,카푸치노,무장애관광,공용주차장,현금결제,카드결제,화장실,무료 WIFI,음료대,유도 및 안내시설,경보 및 피난시설,단차없음,착한가격 업소"
